city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,address,zip
denver,3764,University Place Apts,College/University,37.9,99.0,130.3,Portfolio Manager,80208
denver,3756,University Hall,College/University,77.4,0.0,345.5,Portfolio Manager,80208
denver,3765,Ritchie Center,College/University,100.7,0.0,4739.9,Portfolio Manager,80210
denver,5808,Engineering Building,College/University,112.8,0.0,1682.3,Portfolio Manager,80208
denver,3750,Anderson Academic Commons,College/University,33.2,0.0,609.8,Portfolio Manager,80210
denver,3745,Mary Reed Building,College/University,59.6,0.0,358.4,Portfolio Manager,80210
denver,3766,Schwayder Art Center,College/University,76.9,0.0,371.8,Portfolio Manager,80208
denver,2492,CU Denver Building,College/University,89.5,0.0,1561.6,Portfolio Manager,80202
denver,3771,Ricks Center,College/University,83.1,0.0,241.0,Portfolio Manager,80208
denver,3791,Seeley G Mudd,College/University,183.7,0.0,1388.4,Portfolio Manager,80210
denver,3767,Chambers Center,College/University,67.1,0.0,201.3,Portfolio Manager,80208
denver,3775,Ruffatto Hall/Morgridge College of Education,College/University,99.1,0.0,638.6,Portfolio Manager,80210
denver,3760,Driscoll Center South,College/University,77.7,0.0,385.8,Portfolio Manager,80210
denver,3768,Sturm Hall,College/University,61.7,0.0,955.3,Portfolio Manager,80210
denver,3793,Boettcher Center,College/University,76.7,0.0,334.4,Portfolio Manager,80208
denver,3757,UTS,College/University,199.7,0.0,815.1,Portfolio Manager,80208
denver,3755,Margery Reed,College/University,52.8,0.0,225.2,Portfolio Manager,80208
denver,3683,Centennial Halls,College/University,61.9,0.0,1119.5,Portfolio Manager,80210
denver,3695,St. John Paul II Center for the New Evangelization,College/University,22.7,0.0,804.2,Portfolio Manager,80210
denver,3684,Centennial Towers,College/University,78.3,65.0,1287.2,Portfolio Manager,80210
denver,3751,Nelson Hall,College/University,111.5,0.0,1630.9,Portfolio Manager,80210
denver,3746,SIE Complex,College/University,59.6,0.0,457.9,Portfolio Manager,80210
denver,2488,Lawrence Street Center,College/University,50.1,0.0,1125.6,Portfolio Manager,80204
denver,1408,,Commercial,,,,Assessor Data,80216-4404
denver,2178,,Commercial,,,,Assessor Data,80216
denver,2387,Blake Street Building,Commercial,,,,Portfolio Manager,80202-1255
denver,4800,,Commercial,,,,Assessor Data,
denver,5086,,Commercial,,,,Assessor Data,
denver,2151,Ardent Mills,Commercial,,,,Portfolio Manager,80216
denver,1514,,Commercial,,,,Assessor Data,
denver,1935,Bldg A,Commercial,,,,Assessor Data,
denver,4605,Sprouts,Commercial,,,,Corrected Building Address,80222
denver,1596,,Commercial,,,,Assessor Data,
denver,1421,,Commercial,,,,Assessor Data,
denver,3281,,Commercial,,,,Assessor Data,
denver,1732,,Commercial,,,,Assessor Data,
denver,3175,,Commercial,,,,Assessor Data,
denver,5488,,Commercial,,,,Assessor Data,80293-1
denver,6110,,Commercial,,,,Assessor Data,
denver,3657,,Commercial,,,,Assessor Data,
denver,1876,,Commercial,,,,Assessor Data,
denver,5448,,Commercial,,,,Assessor Data,
denver,1395,,Commercial,,,,Assessor Data,
denver,1392,,Commercial,,,,Assessor Data,
denver,1455,,Commercial,,,,Assessor Data,
denver,1610,,Commercial,,,,Assessor Data,
denver,1369,,Commercial,,,,Assessor Data,
denver,1178,,Commercial,,,,Assessor Data,80239-2142
denver,6109,,Commercial,,,,Assessor Data,80216
denver,1322,Bldg B,Commercial,,,,Assessor Data,
denver,2095,,Commercial,,,,Assessor Data,
denver,1285,Domino's Pizza Commissary,Commercial,,,,Assessor Data,
denver,1361,NestFresh Eggs,Commercial,,,,Assessor Data,
denver,3961,,Commercial,,,,Assessor Data,
denver,5342,,Commercial,,,,Assessor Data,
denver,1468,Interstate Distribution Center,Commercial,,,,Assessor Data,
denver,1476,,Commercial,,,,Assessor Data,
denver,1371,,Commercial,,,,Assessor Data,
denver,1397,,Commercial,,,,Assessor Data,
denver,1426,,Commercial,,,,Assessor Data,
denver,2384,,Commercial,,,,Assessor Data,
denver,1870,,Commercial,,,,Assessor Data,
denver,1985,,Commercial,,,,Assessor Data,
denver,1663,,Commercial,,,,Assessor Data,
denver,1116,Bldg 5,Commercial,,,,Portfolio Manager,80239
denver,1862,,Commercial,,,,Assessor Data,
denver,2084,Tri-R Recycling,Commercial,,,,Corrected Building Address,80216
denver,1905,,Commercial,,,,Assessor Data,
denver,1503,,Commercial,,,,Assessor Data,
denver,5843,,Commercial,,,,Assessor Data,80216-5021
denver,4780,Majestic Bldg,Commercial,,,,Assessor Data,
denver,1608,,Commercial,,,,Assessor Data,
denver,3268,,Commercial,,,,Assessor Data,
denver,3172,,Commercial,,,,Assessor Data,
denver,3204,,Commercial,,,,Assessor Data,
denver,1429,,Commercial,,,,Assessor Data,
denver,3821,,Commercial,,,,Assessor Data,
denver,3197,,Commercial,,,,Assessor Data,
denver,2188,,Commercial,,,,Corrected Building Address,80216-5013
denver,1230,,Commercial,,,,Assessor Data,
denver,5497,,Commercial,,,,Assessor Data,80249
denver,2097,,Commercial,,,,Assessor Data,
denver,4386,Hilltop Center,Commercial,,,,Assessor Data,80246-8176
denver,3343,,Commercial,,,,Assessor Data,80223-1614
denver,2064,Building B,Commercial,,,,Assessor Data,
denver,1895,,Commercial,,,,Assessor Data,
denver,1282,Bldg D-3,Commercial,,,,Assessor Data,
denver,1603,Building 1,Commercial,,,,Assessor Data,
denver,1280,Bldg A-2,Commercial,,,,Assessor Data,80238
denver,1325,,Commercial,,,,Assessor Data,
denver,4556,,Commercial,,,,Assessor Data,
denver,5222,,Commercial,,,,Assessor Data,
denver,3388,,Commercial,,,,Assessor Data,
denver,5447,,Commercial,,,,Assessor Data,
denver,1266,Holden Bldg,Commercial,,,,Assessor Data,
denver,4030,,Commercial,,,,Assessor Data,
denver,3872,Federal Plaza,Commercial,,,,Assessor Data,
denver,2232,,Commercial,,,,Assessor Data,80202-1030
denver,1473,Leyden II,Commercial,,,,Assessor Data,
denver,2063,Building A,Commercial,,,,Assessor Data,
denver,2708,,Commercial,,,,Assessor Data,
denver,5087,,Commercial,,,,Assessor Data,0
denver,2357,,Commercial,,,,Assessor Data,
denver,2082,,Commercial,,,,Assessor Data,
denver,5544,,Commercial,,,,Assessor Data,
denver,1903,Bldg D,Commercial,,,,Assessor Data,
denver,1214,Bldg 4,Commercial,,,,Assessor Data,
denver,3613,Fiesta Plaza,Commercial,,,,Assessor Data,
denver,2108,,Commercial,,,,Assessor Data,80205-3839
denver,1346,,Commercial,,,,Assessor Data,
denver,1427,,Commercial,,,,Assessor Data,80216
denver,5537,,Commercial,,,,Assessor Data,
denver,1650,Old Castle Glass,Commercial,,,,Assessor Data,
denver,1466,Leyden I,Commercial,,,,Assessor Data,
denver,2598,The McClintock Bldg,Commercial,,,,Assessor Data,80202-4211
denver,1335,,Commercial,,,,Assessor Data,
denver,5908,,Commercial,,,,Assessor Data,80204-2209
denver,1869,CMC Rebar,Commercial,,,,Assessor Data,
denver,1022,Ramada Inn,Commercial,,,,Assessor Data,802496703
denver,1705,Bldg 1,Commercial,,,,Assessor Data,
denver,1252,,Commercial,,,,Assessor Data,
denver,2175,,Commercial,,,,Assessor Data,
denver,5886,,Commercial,,,,Assessor Data,80247
denver,1500,,Commercial,,,,Assessor Data,
denver,1405,Buidings 1-24,Commercial,,,,Assessor Data,
denver,5872,,Commercial,,,,Assessor Data,80206-5101
denver,1846,,Commercial,,,,Assessor Data,
denver,2737,Rossonian Hotel - Office,Commercial,,,,Assessor Data,
denver,1906,,Commercial,,,,Corrected Building Address,80216
denver,1845,,Commercial,,,,Assessor Data,
denver,3423,,Commercial,,,,Assessor Data,
denver,1847,,Commercial,,,,Assessor Data,
denver,4523,Monaco Village,Commercial,,,,Assessor Data,
denver,1228,,Commercial,,,,Assessor Data,
denver,6093,,Commercial,,,,Assessor Data,80216
denver,1922,Bldg A,Commercial,,,,Assessor Data,
denver,2079,Western Motor Inn,Commercial,,,,Assessor Data,
denver,2809,Royal Palace Motel,Commercial,,,,Assessor Data,
denver,2502,,Commercial,,,,Assessor Data,80204-1894
denver,2166,,Commercial,,,,Assessor Data,
denver,1316,,Commercial,,,,Assessor Data,
denver,1326,,Commercial,,,,Assessor Data,
denver,3241,Ready Foods,Commercial,,,,Assessor Data,
denver,1232,Timberline Colorado,Commercial,,,,Assessor Data,
denver,5671,,Commercial,,,,Corrected Building Address,80238
denver,2295,,Commercial,,,,Assessor Data,0
denver,2172,American Medical Response,Commercial,,,,Assessor Data,
denver,6108,,Commercial,,,,Assessor Data,80216
denver,5623,,Commercial,,,,Assessor Data,
denver,1540,,Commercial,,,,Assessor Data,
denver,3349,,Commercial,,,,Assessor Data,
denver,1656,,Commercial,,,,Assessor Data,
denver,1619,,Commercial,,,,Assessor Data,
denver,1431,,Commercial,,,,Corrected Building Address,80216
denver,3634,Electro-Mechanical Properties,Commercial,,,,Assessor Data,
denver,3437,Cherry Creek Square,Commercial,,,,Corrected Building Address,
denver,3372,Mi Casa Resource Center For Women,Commercial,,,,Assessor Data,
denver,1353,Safeway Milk Plant,Commercial,,,,Assessor Data,
denver,2088,,Commercial,,,,Assessor Data,
denver,5827,,Commercial,,,,Assessor Data,80239
denver,1511,,Commercial,,,,Assessor Data,
denver,1884,,Commercial,,,,Assessor Data,
denver,1653,,Commercial,,,,Assessor Data,
denver,1318,,Commercial,,,,Assessor Data,80216-3105
denver,1654,Union Pacific,Commercial,,,,Assessor Data,
denver,1523,,Commercial,,,,Assessor Data,
denver,1248,,Commercial,,,,Assessor Data,
denver,5513,,Commercial,,,,Assessor Data,80238-2597
denver,3589,,Commercial,,,,Assessor Data,
denver,1008,Holiday Inn Express Hotel,Commercial,,,,Assessor Data,802497311
denver,2047,,Commercial,,,,Assessor Data,
denver,1202,,Commercial,,,,Assessor Data,
denver,1488,,Commercial,,,,Assessor Data,
denver,1251,,Commercial,,,,Assessor Data,
denver,1690,,Commercial,,,,Assessor Data,
denver,2011,Vicorp Bldg,Commercial,,,,Assessor Data,
denver,1486,,Commercial,,,,Assessor Data,
denver,1352,Safeway Bread Plant,Commercial,,,,Assessor Data,
denver,5423,,Commercial,,,,Assessor Data,
denver,1422,,Commercial,,,,Assessor Data,
denver,5907,,Commercial,,,,Assessor Data,80216-3106
denver,1934,,Commercial,,,,Assessor Data,
denver,3656,,Commercial,,,,Assessor Data,80223-3218
denver,1400,,Commercial,,,,Assessor Data,
denver,1857,Bldg 1,Commercial,,,,Assessor Data,
denver,1538,Berridge Manufacturing,Commercial,,,,Assessor Data,
denver,1265,Bldg 10,Commercial,,,,Assessor Data,
denver,4584,Cherry Street Office,Commercial,,,,Assessor Data,
denver,4585,Criterion Shopping Center,Commercial,,,,Assessor Data,
denver,5543,,Commercial,,,,Assessor Data,
denver,5230,Rockmount,Commercial,24.6,93.0,63.1,Portfolio Manager,80202
denver,2806,Colfax Hotel,Commercial,86.6,26.0,228.8,Portfolio Manager,80206
denver,1792,Stapleton Medical Office Building,Commercial,93.2,66.0,750.3,Portfolio Manager,80238
denver,2655,Staybridge Suites,Commercial,64.3,54.0,575.5,Portfolio Manager,80204
denver,5224,Union Square,Commercial,55.4,40.0,227.9,Portfolio Manager,80202
denver,4546,Quadrant 3 Properties,Commercial,38.4,96.0,96.7,Portfolio Manager,80222
denver,2277,Highland Bridge Lofts,Condominium,,,,Portfolio Manager,80211
denver,1115,Towne Square Lofts Homeowners Association,Condominium,,,,Portfolio Manager,80239
denver,3044,Piranesi,Condominium,,,,Portfolio Manager,80204
denver,5509,"Quincy Park Condominium Association, Inc.",Condominium,,,,Portfolio Manager,80237
denver,5131,Poets Row,Condominium,,,,Portfolio Manager,80203
denver,2887,The Viking Condominiums,Condominium,,,,Portfolio Manager,80206
denver,2908,"1200 Vine COA, Inc.",Condominium,,,,Portfolio Manager,80206
denver,3421,Grayson Place at 3rd Avenue,Condominium,,,,Portfolio Manager,80206
denver,3495,Greenhouse,Condominium,,,,Portfolio Manager,80209
denver,4265,Woodside Village,Condominium,,,,Portfolio Manager,80247
denver,3140,Park Washington,Condominium,,,,Portfolio Manager,80203
denver,2953,The Riviera,Condominium,,,,Portfolio Manager,80218
denver,3465,Portico Condominiums,Condominium,,,,Portfolio Manager,80209
denver,3430,335 Detroit St Condos,Condominium,,,,Portfolio Manager,80206
denver,2951,London House HOA,Condominium,,,,Portfolio Manager,80218
denver,2447,Monarch Mills,Condominium,,,,Portfolio Manager,80202
denver,2934,Hamilton Condominiums,Condominium,,,,Portfolio Manager,80218
denver,2753,Emerson Lofts,Condominium,,,,Portfolio Manager,80218
denver,2449,Waterside Lofts,Condominium,,,,Portfolio Manager,80202
denver,3973,Atlantis Condominiums,Condominium,,,,Portfolio Manager,80220
denver,2952,Timperly Condominium Association,Condominium,,,,Portfolio Manager,80218
denver,2220,Blake Street Lofts,Condominium,,,,Portfolio Manager,80205
denver,3518,Marionpark Condominiums,Condominium,,,,Portfolio Manager,80209
denver,5990,Avenue Lofts Association,Condominium,31.2,0.0,60.4,Portfolio Manager,80218
denver,2916,One Cheesman Place Condominiums,Condominium,170.3,1.0,1451.0,Portfolio Manager,80218
denver,5299,"Diamond Lofts Condominium Association, Inc.",Condominium,57.2,33.0,317.0,Portfolio Manager,80205
denver,5678,Brooks Tower Residences,Condominium,65.4,80.0,3721.5,Portfolio Manager,80202
denver,3914,Nob Hill,Condominium,45.4,57.0,380.9,Portfolio Manager,80236
denver,2940,Cornwall Condos,Condominium,76.4,71.0,173.7,Portfolio Manager,80218
denver,2957,Lafayette Towers West Condominiums,Condominium,80.4,66.0,276.3,Portfolio Manager,80218
denver,3018,Balustrade,Condominium,50.1,80.0,236.9,Portfolio Manager,80204
denver,3040,"Century Lofts Condominium Association, Inc.",Condominium,43.2,94.0,260.4,Portfolio Manager,80204
denver,2752,Uptown 21 Condominiums,Condominium,42.1,56.0,203.6,Portfolio Manager,80218
denver,1791,Moda Lofts Condominium,Condominium,41.4,86.0,381.4,Portfolio Manager,80238
denver,2898,Towers at Cheesman Park Condominium Association,Condominium,52.8,96.0,487.9,Portfolio Manager,80218
denver,2161,Silver Square 3309,Condominium,29.8,72.0,139.2,Portfolio Manager,80205
denver,2222,Silver State Lofts,Condominium,45.5,80.0,319.9,Portfolio Manager,80205
denver,2459,Park Place,Condominium,26.9,100.0,470.0,Portfolio Manager,80202
denver,2267,City View Lofts,Condominium,33.4,0.0,122.2,Portfolio Manager,80211
denver,2761,Swallow Hill-Emerson,Condominium,68.4,51.0,397.8,Portfolio Manager,80218
denver,3431,Bromley Commons Homeowners Association,Condominium,0.0,0.0,0.0,Portfolio Manager,80206
denver,3799,Harvard Park Condo Association HOA,Condominium,78.8,66.0,303.4,Portfolio Manager,80210-5251
denver,5976,Lexington Village Condos,Condominium,75.9,71.0,277.7,Portfolio Manager,80222
denver,2907,Norseman II at Cheesman Park,Condominium,61.6,93.0,234.4,Portfolio Manager,80206
denver,4553,"The Atrium Condominium Association, Inc.",Condominium,85.0,31.0,651.5,Portfolio Manager,80222
denver,2196,Fire Clay 3195,Condominium,43.7,80.0,115.5,Portfolio Manager,80205
denver,2375,Boulevard School Condominiums,Condominium,47.8,81.0,197.7,Portfolio Manager,80211
denver,2758,"The Perrenoud Condominium Association, Inc.",Condominium,53.6,88.0,239.9,Portfolio Manager,80218
denver,2195,Fire Clay 3295,Condominium,29.5,0.0,80.8,Portfolio Manager,80205
denver,3519,Parklane Condominums,Condominium,53.7,95.0,2391.8,Portfolio Manager,80209
denver,2313,Speer Lofts Home Owners Association,Condominium,49.8,0.0,168.5,Portfolio Manager,80211
denver,3161,Osage Lofts,Condominium,93.4,18.0,217.7,Portfolio Manager,80204
denver,5467,525* Condominiums,Condominium,43.3,98.0,89.3,Portfolio Manager,80206
denver,5228,Baldwin Building Condominium Owners Assocation,Condominium,69.5,0.0,230.6,Portfolio Manager,80202
denver,3432,345 FillmoreCondominiums,Condominium,58.5,68.0,231.6,Portfolio Manager,80206
denver,2781,The Villa Riva Condominiums,Condominium,63.2,86.0,160.6,Portfolio Manager,80206
denver,2197,Fire Clay 3149,Condominium,48.8,86.0,121.1,Portfolio Manager,80205
denver,2371,Zocalo Condos,Condominium,47.2,97.0,227.2,Portfolio Manager,80211
denver,2935,Colonnade Lofts Condominium Association Inc,Condominium,45.0,0.0,197.7,Portfolio Manager,80218
denver,2917,Park Towers HOA,Condominium,63.5,60.0,612.6,Portfolio Manager,80128
denver,3000,Washington Place Condominiums,Condominium,49.2,95.0,120.0,Portfolio Manager,80203
denver,2965,Waldman Condominiums,Condominium,63.8,84.0,284.7,Portfolio Manager,80218
denver,5173,Denver Tower,Condominium,46.3,85.0,549.0,Portfolio Manager,80204
denver,5142,Cadillac Condominiums,Condominium,71.4,94.0,448.4,Portfolio Manager,80220
denver,2804,Pinnacle Condos,Condominium,61.4,70.0,3156.4,Portfolio Manager,80206
denver,3118,Lanai Condominiums,Condominium,57.1,92.0,594.8,Portfolio Manager,80203
denver,2681,1747 Washington St HOA,Condominium,35.6,95.0,148.6,Portfolio Manager,80203
denver,3148,La Concorde Condominiums,Condominium,65.5,100.0,221.6,Portfolio Manager,80203
denver,2738,2100 Uptown Lofts HOA (ID: 2738),Condominium,53.4,79.0,186.4,Portfolio Manager,80205
denver,2924,Two Thousand Cheesman East,Condominium,73.1,92.0,793.7,Portfolio Manager,80206
denver,2777,Marais Uptown Condominiums,Condominium,43.6,97.0,140.5,Portfolio Manager,80206
denver,5174,Left Bank Lofts,Condominium,46.1,0.0,223.6,Portfolio Manager,80202
denver,5985,Monaco Village Condominiums,Condominium,66.8,55.0,238.0,Portfolio Manager,80224
denver,2462,One Riverfront Tower/ Park at One Riverfront,Condominium,44.5,90.0,568.9,Portfolio Manager,80202
denver,2955,Lafayette Tower East,Condominium,58.5,92.0,210.6,Portfolio Manager,80218
denver,2986,1415 Washington Homeowners' Association Inc.,Condominium,35.2,0.0,95.1,Portfolio Manager,80203
denver,2885,Cameo Park,Condominium,83.0,80.0,159.7,Portfolio Manager,80206
denver,3462,Polo Club Condominiums,Condominium,58.0,92.0,1322.7,Portfolio Manager,80209
denver,3490,Le Jardin Condominiums,Condominium,48.7,98.0,317.5,Portfolio Manager,80209
denver,2373,Frontview 40,Condominium,49.8,83.0,171.7,Portfolio Manager,80211
denver,2228,Jack Kerouac Lofts,Condominium,39.7,78.0,384.3,Portfolio Manager,80202
denver,2423,Palace Lofts,Condominium,47.5,81.0,1023.9,Portfolio Manager,80202
denver,3042,Trovare Condominium Association,Condominium,44.9,99.0,195.5,Portfolio Manager,80203
denver,3515,wash park place,Condominium,27.8,100.0,130.7,Portfolio Manager,80209
denver,3364,Studio 70,Condominium,26.6,100.0,114.3,Portfolio Manager,80204
denver,2233,Watertower Lofts,Condominium,81.2,65.0,787.3,Portfolio Manager,80202
denver,3370,Watermark Luxury Residences,Condominium,56.9,70.0,986.0,Portfolio Manager,80204
denver,2682,1747 Pearl St HOA,Condominium,39.2,92.0,180.4,Portfolio Manager,80203
denver,2886,Epic on the Park HOA,Condominium,43.0,0.0,125.5,Portfolio Manager,80206
denver,2921,Huntington House Condominiums,Condominium,55.7,78.0,474.0,Portfolio Manager,80206
denver,5717,Grant Park,Condominium,25.1,100.0,490.5,Portfolio Manager,80203
denver,2933,Humboldt Place HOA,Condominium,68.0,80.0,303.0,Portfolio Manager,80218
denver,3117,The Maxim II Condominiums HOA,Condominium,56.0,100.0,168.7,Portfolio Manager,80218
denver,3713,Wellington Square Association,Condominium,87.9,69.0,667.0,Portfolio Manager,80210
denver,2927,Arboretum at Cheesman,Condominium,92.2,35.0,420.5,Portfolio Manager,80206
denver,2568,"Isbell Lofts Cdm Assn, Inc",Condominium,55.7,62.0,360.7,Portfolio Manager,80202
denver,2751,Briargate at 17th,Condominium,69.8,7.0,386.8,Portfolio Manager,80218
denver,4791,Southmoor Park,Condominium,77.4,52.0,639.4,Portfolio Manager,80237
denver,4369,"Bowling Green Home Owners, Inc.",Condominium,55.6,74.0,604.0,Portfolio Manager,80224
denver,5582,Promontory Condominium Association,Condominium,50.5,94.0,739.9,Portfolio Manager,80237
