city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,address,zip
denver,3774,Asbury Elementary,K-12 School,83.2,53.0,236.5,Portfolio Manager,80210
denver,1150,Green Valley Ranch Elementary,K-12 School,55.8,72.0,379.8,Portfolio Manager,80249
denver,3856,Abraham Lincoln,K-12 School,46.8,88.0,1239.8,Portfolio Manager,80219
denver,5727,Dennis Campus Building #5,K-12 School,105.3,14.0,270.0,Portfolio Manager,80249
denver,4935,Hutchinson field House C and G Hall,K-12 School,108.5,19.0,276.7,Portfolio Manager,80236
denver,2116,Pioneer,K-12 School,99.2,35.0,310.8,Portfolio Manager,80205
denver,2320,CEC Middle College,K-12 School,74.3,41.0,968.6,Portfolio Manager,80211
denver,2134,COLE,K-12 School,71.7,54.0,835.6,Portfolio Manager,80205
denver,5732,Maxwell Elementary,K-12 School,57.5,71.0,352.2,Portfolio Manager,80239
denver,3884,Gust Elementary,K-12 School,86.5,38.0,424.3,Portfolio Manager,80219
denver,3866,Doull Elementary,K-12 School,86.7,43.0,411.3,Portfolio Manager,80219
denver,2824,Traylor,K-12 School,50.2,83.0,296.0,Portfolio Manager,80227
denver,3865,Notre Dame Catholic Parish,K-12 School,50.9,83.0,233.7,Portfolio Manager,80219
denver,3594,Kepner,K-12 School,83.4,43.0,934.9,Portfolio Manager,80219
denver,4473,Ash Grove,K-12 School,54.3,58.0,219.0,Portfolio Manager,80222
denver,4061,Lowry Elementary,K-12 School,70.4,40.0,574.9,Portfolio Manager,80230
denver,2895,Good Shepherd Catholic Parish,K-12 School,74.5,59.0,516.8,Portfolio Manager,80206
denver,3614,Delgado,K-12 School,89.0,22.0,827.3,Portfolio Manager,80219
denver,5730,Jacobs Building - Highline Academy/Kipp Montbello,K-12 School,41.4,66.0,492.1,Portfolio Manager,80249
denver,2521,Polaris at Ebert,K-12 School,91.3,21.0,417.2,Portfolio Manager,80205
denver,3610,Force Elementary,K-12 School,71.1,71.0,365.3,Portfolio Manager,80219
denver,1044,Dennis Campus Building #3,K-12 School,19.4,97.0,106.6,Portfolio Manager,80249
denver,6004,Escalante-Biggs Academy,K-12 School,26.6,90.0,144.2,Portfolio Manager,80239
denver,3950,The Logan School,K-12 School,85.9,32.0,408.8,Portfolio Manager,80230
denver,6102,McGlone Cottage,K-12 School,59.3,66.0,136.0,Portfolio Manager,80239
denver,1126,King (MLK),K-12 School,37.1,91.0,710.2,Portfolio Manager,80249
denver,3870,Sabin World,K-12 School,51.6,82.0,335.2,Portfolio Manager,80236
denver,1045,Dennis Campus Building #4,K-12 School,19.8,96.0,133.2,Portfolio Manager,80249
denver,3639,Godsman Elementary,K-12 School,49.1,87.0,326.4,Portfolio Manager,80223
denver,3953,SBPS-Commons,K-12 School,125.6,12.0,320.3,Portfolio Manager,80230
denver,3561,St Rose of Lima Catholic School,K-12 School,52.9,83.0,126.3,Portfolio Manager,80223
denver,3620,Schenck (CMS),K-12 School,57.3,62.0,374.2,Portfolio Manager,80219
denver,3063,Del Pueblo Elementary,K-12 School,67.0,52.0,440.8,Portfolio Manager,80204
denver,3863,College View Elementary,K-12 School,104.1,19.0,483.1,Portfolio Manager,80219
denver,3526,St. John's Church and School,K-12 School,63.0,67.0,391.4,Portfolio Manager,80209
denver,1794,Swigert,K-12 School,35.8,91.0,381.9,Portfolio Manager,80238
denver,1802,Hallett,K-12 School,73.8,53.0,314.2,Portfolio Manager,80207
denver,2376,Cheltenham Elementary,K-12 School,64.6,63.0,457.1,Portfolio Manager,80204
denver,4947,Kaiser Elementary,K-12 School,60.8,65.0,394.4,Portfolio Manager,80236
denver,5725,Lena Archuleta Elementary,K-12 School,44.6,72.0,364.3,Portfolio Manager,80239
denver,1068,Greenwood,K-12 School,67.7,55.0,446.8,Portfolio Manager,80239
denver,1793,Westerly Creek Elementary School,K-12 School,53.8,61.0,485.1,Portfolio Manager,80238
denver,5201,Byers,K-12 School,26.5,92.0,454.2,Portfolio Manager,80209
denver,2939,Morey,K-12 School,89.3,44.0,880.8,Portfolio Manager,80218
denver,3517,Steele,K-12 School,65.2,49.0,350.8,Portfolio Manager,80209
denver,1307,Conservatory Green/High Tech Elementary,K-12 School,49.5,55.0,600.2,Portfolio Manager,80238
denver,5726,Isabella Bird,K-12 School,44.3,86.0,397.3,Portfolio Manager,80238
denver,1151,John Amesse Elementary,K-12 School,72.1,53.0,455.4,Portfolio Manager,80239
denver,2259,Bryant Webster,K-12 School,60.5,79.0,283.6,Portfolio Manager,80211
denver,6101,Stapleton Park Street School 1,K-12 School,38.9,97.0,276.8,Portfolio Manager,80238
denver,3800,Denver Waldorf Denver ID 3800,K-12 School,42.2,97.0,277.6,Portfolio Manager,80210
denver,3642,Schmitt Elementary,K-12 School,106.9,21.0,414.3,Portfolio Manager,80223
denver,2207,Gilpin,K-12 School,75.1,64.0,326.8,Portfolio Manager,80205
denver,3676,South High,K-12 School,56.9,91.0,1201.2,Portfolio Manager,80210
denver,2977,Dora Moore,K-12 School,54.8,82.0,355.1,Portfolio Manager,80218
denver,2304,North,K-12 School,44.2,90.0,2001.0,Portfolio Manager,80211
denver,3398,St Francis de Sales,K-12 School,10.1,100.0,49.7,Portfolio Manager,80209
denver,4453,Ellis Elementary,K-12 School,64.5,62.0,336.7,Portfolio Manager,80222
denver,4781,Thomas Jefferson HS,K-12 School,53.0,91.0,1059.3,Portfolio Manager,80237
denver,3573,Goldrick Elementary,K-12 School,67.8,74.0,307.6,Portfolio Manager,80223
denver,2135,Mitchell Elementary,K-12 School,34.8,89.0,226.7,Portfolio Manager,80205
denver,3625,Johnson Elementary,K-12 School,90.8,48.0,260.5,Portfolio Manager,80219
denver,3162,Greenlee Elementary,K-12 School,69.4,64.0,343.0,Portfolio Manager,80204
denver,3553,Lincoln Elementary,K-12 School,54.6,75.0,228.9,Portfolio Manager,80209
denver,2098,Randolph,K-12 School,42.3,82.0,663.6,Portfolio Manager,80205
denver,4001,Whiteman - Denver Language School,K-12 School,92.7,57.0,404.1,Portfolio Manager,80220
denver,5742,Groff Campus,K-12 School,48.2,70.0,679.1,Portfolio Manager,80249
denver,2129,Barrett Elementary,K-12 School,46.7,90.0,146.3,Portfolio Manager,80205
denver,3825,Rosedale Elementary,K-12 School,2.6,100.0,19.4,Portfolio Manager,80210
denver,1840,Ashley Elementary,K-12 School,101.0,26.0,381.8,Portfolio Manager,80220
denver,2797,East,K-12 School,75.4,55.0,1750.5,Portfolio Manager,80206
denver,3367,DCIS,K-12 School,37.9,91.0,408.4,Portfolio Manager,80204
denver,3864,Kunsmiller,K-12 School,45.3,93.0,550.2,Portfolio Manager,80219
denver,5475,Carson Elementary,K-12 School,88.6,39.0,319.0,Portfolio Manager,80220
denver,3644,McKinley Thatcher,K-12 School,67.1,50.0,288.0,Portfolio Manager,80210
denver,5308,Crofton,K-12 School,71.9,42.0,271.8,Portfolio Manager,80205
denver,5737,Joe Shoemaker,K-12 School,60.5,63.0,476.3,Portfolio Manager,80231
denver,1121,CAE Building,K-12 School,59.1,36.0,347.8,Portfolio Manager,80249
denver,4774,Samuels,K-12 School,73.5,43.0,468.5,Portfolio Manager,80237
denver,1035,Waller,K-12 School,58.4,68.0,597.7,Portfolio Manager,80249
denver,5257,Lake,K-12 School,68.5,70.0,834.8,Portfolio Manager,80204
denver,3216,Fairview Elementary,K-12 School,53.2,76.0,253.8,Portfolio Manager,80204
denver,3703,Merrill,K-12 School,36.4,92.0,373.7,Portfolio Manager,80210
denver,5735,Sandoval Campus Bldg #3,K-12 School,147.2,2.0,638.8,Portfolio Manager,80238
denver,2126,Columbine Elementary,K-12 School,59.7,75.0,277.5,Portfolio Manager,80205
denver,4934,Mullen High School - Spirit Center,K-12 School,52.6,80.0,314.7,Portfolio Manager,80236
denver,2734,Whittier,K-12 School,64.7,61.0,271.4,Portfolio Manager,80205
denver,3568,Rishel Campus,K-12 School,47.7,81.0,563.8,Portfolio Manager,80223
denver,4474,Place Bridge Academy,K-12 School,45.2,93.0,277.2,Portfolio Manager,80224
denver,4329,Denver Green School @ Fallis,K-12 School,83.3,83.0,239.3,Portfolio Manager,80224
denver,5728,Dennis Campus Building #6,K-12 School,65.5,46.0,255.3,Portfolio Manager,80249
denver,3995,Hill,K-12 School,63.4,60.0,751.3,Portfolio Manager,80220
denver,2875,Teller,K-12 School,55.7,63.0,316.5,Portfolio Manager,80206
denver,4601,Bradley International School,K-12 School,79.2,45.0,383.1,Portfolio Manager,80221
denver,3957,Ability Connection Colorado,K-12 School,53.4,47.0,563.5,Portfolio Manager,80230
denver,1670,McGlone Elementary,K-12 School,53.2,66.0,355.8,Portfolio Manager,80239
denver,1042,Dennis Campus Building #1,K-12 School,34.6,97.0,202.4,Portfolio Manager,80249
denver,5724,1825 S. Federal,K-12 School,49.3,78.0,107.5,Portfolio Manager,80219
denver,3925,Bldg. 5,K-12 School,83.5,47.0,296.6,Portfolio Manager,80210
denver,3997,Graland Country Day School,K-12 School,57.8,74.0,854.1,Portfolio Manager,80220
denver,3996,Steck,K-12 School,57.7,74.0,184.9,Portfolio Manager,80220
denver,2096,Swansea,K-12 School,66.8,54.0,416.8,Portfolio Manager,80216
denver,3062,West HS,K-12 School,59.1,74.0,1479.8,Portfolio Manager,80204
denver,1818,Denver School of the Arts (DSA),K-12 School,43.2,78.0,960.0,Portfolio Manager,80220
denver,2305,Valdez,K-12 School,64.3,54.0,493.9,Portfolio Manager,80211
denver,3232,Cowell Elementary,K-12 School,70.5,64.0,230.2,Portfolio Manager,80204
denver,2123,Harrington,K-12 School,53.9,81.0,285.5,Portfolio Manager,80205
denver,5279,DSST Stapleton,K-12 School,50.6,48.0,782.9,Portfolio Manager,80238
denver,2823,Henry,K-12 School,53.9,69.0,729.7,Portfolio Manager,80227
denver,4555,Highline Academy Charter School,K-12 School,46.1,79.0,215.2,Portfolio Manager,80222
denver,4332,George Washington High School,K-12 School,53.5,85.0,1558.5,Portfolio Manager,80224
denver,2005,Horace Mann,K-12 School,60.6,61.0,611.4,Portfolio Manager,80211
denver,5733,Remington (Strive Prep - Sunnyside),K-12 School,83.7,31.0,289.2,Portfolio Manager,80211
denver,4679,Holm Elementary,K-12 School,74.5,51.0,391.4,Portfolio Manager,80231
denver,3702,Cory Elementary,K-12 School,79.7,51.0,254.2,Portfolio Manager,80210
denver,1698,Howell,K-12 School,58.0,55.0,726.5,Portfolio Manager,80239
denver,1799,Smith,K-12 School,57.1,74.0,283.3,Portfolio Manager,80207
denver,4681,Hamilton,K-12 School,55.7,66.0,826.6,Portfolio Manager,80231
denver,1817,Philips - Odyssey School of Denver,K-12 School,100.5,32.0,276.8,Portfolio Manager,80207
denver,6005,Sandoval Campus Bldg #2,K-12 School,70.6,42.0,560.6,Portfolio Manager,80238
denver,3673,Grant Beacon,K-12 School,60.7,43.0,380.1,Portfolio Manager,80210
denver,3852,Valdez Achievement Campus,K-12 School,41.6,89.0,413.0,Portfolio Manager,80219
denver,3373,DCIS at Fairmont,K-12 School,71.4,62.0,392.9,Portfolio Manager,80223
denver,1064,DCIS at Ford,K-12 School,33.0,73.0,339.6,Portfolio Manager,80239
denver,2009,,MIXED USE PROPERTY,,,,Portfolio Manager,80216
denver,5464,Western Food Center,MIXED USE PROPERTY,,,,Portfolio Manager,80631
denver,2616,Four Seasons Hotel Denver,MIXED USE PROPERTY,,,,Portfolio Manager,80202
denver,2600,Denver Building Condo Owner Association,MIXED USE PROPERTY,39.5,0.0,1429.5,Portfolio Manager,80202
denver,1419,KIMCO - Vision Graphics- Eagle:xm,MIXED USE PROPERTY,99.3,0.0,938.9,Portfolio Manager,80216
denver,5528,1600 Champa,MIXED USE PROPERTY,142.3,0.0,1350.6,Portfolio Manager,80202
denver,1242,12055 EAST 49TH AVE/4955 PEORIA,MIXED USE PROPERTY,54.4,0.0,263.4,Portfolio Manager,80239
denver,2619,The Curtis Hotel and Corner Office and Auraria Student Lofts,MIXED USE PROPERTY,92.9,54.0,4075.7,Portfolio Manager,80202
denver,4052,Lowry Town Center Building 600,MIXED USE PROPERTY,103.6,0.0,386.3,Portfolio Manager,80230
denver,5852,SloHi Village,MIXED USE PROPERTY,42.1,0.0,184.5,Portfolio Manager,80212
denver,1477,Francisco Studios,MIXED USE PROPERTY,23.1,0.0,189.2,Portfolio Manager,80207
denver,1160,5401 OSWEGO,MIXED USE PROPERTY,72.1,0.0,311.7,Portfolio Manager,80239
denver,3078,1033-1055 Broadway,MIXED USE PROPERTY,0.0,0.0,0.0,Portfolio Manager,80203
denver,2696,450 17th Ave,MIXED USE PROPERTY,81.2,0.0,780.7,Portfolio Manager,80203
denver,3541,"United States Welding, Inc. dba Rocky Mountain Air Solutions",MIXED USE PROPERTY,116.9,0.0,291.5,Portfolio Manager,80223
denver,5864,Alexan 20th Street Station - lx022,MIXED USE PROPERTY,33.3,0.0,1794.9,Portfolio Manager,80205
denver,2364,Riverside Church,MIXED USE PROPERTY,53.3,0.0,766.1,Portfolio Manager,80211
denver,5607,Hotel Indigo Denver Downtown,MIXED USE PROPERTY,62.5,74.0,1913.7,Portfolio Manager,80202
denver,5715,250 Columbine Association,MIXED USE PROPERTY,65.0,51.0,2389.1,Portfolio Manager,80206
denver,1274,Sysco Denver,MIXED USE PROPERTY,56.1,79.0,3698.3,Portfolio Manager,80238
denver,5938,"BLK220, LLC - 1800 Wazee",MIXED USE PROPERTY,50.4,88.0,2474.3,Portfolio Manager,80202
denver,3438,Coors Foundation,MIXED USE PROPERTY,57.1,44.0,261.2,Portfolio Manager,80206
denver,1290,DEN00910 - Stapleton 10,MIXED USE PROPERTY,54.4,52.0,1235.5,Portfolio Manager,80238
denver,1914,Port Jeff LLC,MIXED USE PROPERTY,85.3,0.0,6796.0,Portfolio Manager,80216
denver,5845,Zeppelin Station,MIXED USE PROPERTY,41.1,0.0,929.3,Portfolio Manager,80216
denver,5243,1730-1770 Blake Street,MIXED USE PROPERTY,35.1,0.0,53.6,Portfolio Manager,80202
denver,3652,1475 S Acoma St,MIXED USE PROPERTY,41.5,0.0,189.9,Portfolio Manager,80223
denver,1184,80 S Santa Fe,MIXED USE PROPERTY,186.2,0.0,1039.1,Portfolio Manager,80239
denver,4159,WIN,MIXED USE PROPERTY,77.0,0.0,228.2,Portfolio Manager,80247
denver,1991,Mile High Comics,MIXED USE PROPERTY,73.8,0.0,335.4,Portfolio Manager,80120
denver,2132,"Phillips Center, LLC",MIXED USE PROPERTY,58.5,0.0,256.8,Portfolio Manager,80205
denver,1464,5885 STAPLETON DRIVE NORTH,MIXED USE PROPERTY,40.0,0.0,159.1,Portfolio Manager,80216
denver,5125,100 St. Paul,MIXED USE PROPERTY,98.5,41.0,2161.4,Portfolio Manager,80206
denver,1465,4570 IVY STREET,MIXED USE PROPERTY,87.7,0.0,276.4,Portfolio Manager,80216
denver,1463,5855 Stapleton Drive North,MIXED USE PROPERTY,62.9,0.0,229.4,Portfolio Manager,80216
denver,2415,Sugar Cube,MIXED USE PROPERTY,82.1,0.0,1061.7,Portfolio Manager,80202
denver,3134,Denver - Broadway,MIXED USE PROPERTY,98.0,71.0,4751.7,Portfolio Manager,80203
denver,4897,"RE/MAX, LLC",MIXED USE PROPERTY,34.1,96.0,1338.7,Portfolio Manager,80237
denver,2418,16M,MIXED USE PROPERTY,66.4,84.0,1690.0,Portfolio Manager,80202
denver,1647,Joliet Street Real Estate LLC,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239-3233
denver,3563,Allied Western Energy,Manufacturing/Industrial Plant,,,,Portfolio Manager,80223
denver,3290,Sign Language XL,Manufacturing/Industrial Plant,,,,Portfolio Manager,80223
denver,5272,Tools For Bending,Manufacturing/Industrial Plant,,,,Portfolio Manager,80223
denver,1238,OG Medicinals,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,1510,Mediral Int'l Inc.,Manufacturing/Industrial Plant,,,,Portfolio Manager,80207
denver,3250,Pressery,Manufacturing/Industrial Plant,,,,Portfolio Manager,80204
denver,1996,1002 Dawn Foods Denver MFG,Manufacturing/Industrial Plant,,,,Assessor Data,
denver,1321,GCR Tires & Service,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,1409,SAL Holding,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,2067,Chermet LLC,Manufacturing/Industrial Plant,,,,Portfolio Manager,80205
denver,3188,Green Dragon,Manufacturing/Industrial Plant,,,,Portfolio Manager,80204
denver,2210,Denver Deep Rock Plant,Manufacturing/Industrial Plant,,,,Portfolio Manager,80205-2930
denver,1625,Swisslog HQ,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,3242,City Storage,Manufacturing/Industrial Plant,,,,Portfolio Manager,80204
denver,1865,Paxton Hardwoods,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,3313,UFP TECHNOLOGIES,Manufacturing/Industrial Plant,,,,Portfolio Manager,80204
denver,1728,PUB,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,2090,KBP Coil Coaters,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,1212,Amcor Denver,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,1420,5180 Smith Road,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,3274,RMIP 577 Osage St.,Manufacturing/Industrial Plant,,,,Portfolio Manager,80204
denver,1999,Denver Beer Company Canworks,Manufacturing/Industrial Plant,,,,Portfolio Manager,80211
denver,1883,LivWell,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,1713,TEMPUR-SEALY International,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,1364,HAL,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,3805,Century Link Facility,Manufacturing/Industrial Plant,,,,Portfolio Manager,80223
denver,1760,Kinning Holdings LLC,Manufacturing/Industrial Plant,,,,Portfolio Manager,80238
denver,1229,Sprint LLC,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,2160,Great Divide Brewery,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,1624,Warneke Paper Box Company,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,1481,Packaging Corporation of America,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,2093,Colorado,Manufacturing/Industrial Plant,,,,Portfolio Manager,80216
denver,3633,Adams McClure,Manufacturing/Industrial Plant,,,,Portfolio Manager,80223
denver,1493,MOV,Manufacturing/Industrial Plant,,,,Portfolio Manager,80207
denver,1712,Salem,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,1997,1002 Dawn Foods Denver MFG,Manufacturing/Industrial Plant,,,,Portfolio Manager,80239
denver,3309,741 Osage Ave,Manufacturing/Industrial Plant,78.7,0.0,219.4,Portfolio Manager,80204
denver,1250,Dixie Headquarters,Manufacturing/Industrial Plant,97.6,0.0,273.4,Portfolio Manager,80239
denver,2032,Broadway & Globeville,Manufacturing/Industrial Plant,37.6,0.0,262.5,Portfolio Manager,80216
denver,3546,Horizon Glass,Manufacturing/Industrial Plant,65.9,0.0,157.4,Portfolio Manager,80223
denver,1496,Furniture Row 6275,Manufacturing/Industrial Plant,167.1,0.0,1162.9,Portfolio Manager,80207
denver,2191,District Shops,Manufacturing/Industrial Plant,154.4,0.0,4746.0,Portfolio Manager,80216
denver,1314,4950 Colorado Blvd,Manufacturing/Industrial Plant,348.7,0.0,2613.0,Portfolio Manager,80216
denver,3842,1600 W Evans,Manufacturing/Industrial Plant,103.7,0.0,557.8,Portfolio Manager,80110
denver,3345,Proximo Distillers - 200 S. Kalamath St,Manufacturing/Industrial Plant,51.9,0.0,501.8,Portfolio Manager,80126
denver,1374,"Vogel, Joy J Trust",Manufacturing/Industrial Plant,64.1,54.0,224.0,Portfolio Manager,80216
denver,3653,Abacus Properties,Manufacturing/Industrial Plant,52.8,0.0,152.5,Portfolio Manager,802233223
denver,3636,Publication Printers corp.,Manufacturing/Industrial Plant,170.5,0.0,2177.6,Portfolio Manager,80223
denver,3317,Ziegenfelder Denver,Manufacturing/Industrial Plant,471.3,0.0,4456.7,Portfolio Manager,80204
denver,1215,4680/4880 Ironton,Manufacturing/Industrial Plant,46.2,0.0,297.9,Portfolio Manager,80239
denver,1844,"J K Concepts, Inc",Manufacturing/Industrial Plant,66.6,0.0,306.9,Portfolio Manager,80216
denver,1412,Publication Printers corp - North,Manufacturing/Industrial Plant,505.5,0.0,2319.4,Portfolio Manager,80216
denver,1377,4611 East 46th Ave,Manufacturing/Industrial Plant,499.8,0.0,2293.2,Portfolio Manager,80216
denver,1872,Iron and Metals,Manufacturing/Industrial Plant,77.4,0.0,401.4,Portfolio Manager,80216
denver,1614,"Intertech Medical, LLC",Manufacturing/Industrial Plant,154.9,0.0,891.2,Portfolio Manager,80239
denver,5412,Furniture Row 3990,Manufacturing/Industrial Plant,53.3,0.0,165.1,Portfolio Manager,80207
denver,3292,crazy mountain brewing company,Manufacturing/Industrial Plant,159.7,0.0,529.8,Portfolio Manager,80204
denver,1363,4701 Dahlia Street,Manufacturing/Industrial Plant,98.9,0.0,875.4,Portfolio Manager,80216
denver,1633,10800 E 45th Ave,Manufacturing/Industrial Plant,57.1,0.0,1511.2,Portfolio Manager,80239
denver,3819,Woodcraft Unlimited Inc.,Manufacturing/Industrial Plant,52.9,0.0,152.8,Portfolio Manager,80223
denver,1162,5495 Oswego Street,Manufacturing/Industrial Plant,417.2,100.0,1717.2,Portfolio Manager,80239
denver,1329,"WestRock CP, LLC.",Manufacturing/Industrial Plant,321.1,0.0,3775.7,Portfolio Manager,80216
denver,1485,LivWell,Manufacturing/Industrial Plant,0.0,0.0,0.0,Portfolio Manager,80207
denver,1449,Univar USA Inc. Denver,Manufacturing/Industrial Plant,178.1,0.0,835.9,Portfolio Manager,80216
denver,1502,Furniture Row 3950/6125/6175,Manufacturing/Industrial Plant,37.9,0.0,389.3,Portfolio Manager,80239
denver,3844,1630 W Evans,Manufacturing/Industrial Plant,52.2,0.0,237.7,Portfolio Manager,80110
denver,3387,Welded Wire/National Warehouse,Manufacturing/Industrial Plant,82.2,0.0,476.1,Portfolio Manager,80223
denver,2029,Alfred Manufacturing,Manufacturing/Industrial Plant,57.0,0.0,188.4,Portfolio Manager,80216
denver,1629,Ice-O-Matic,Manufacturing/Industrial Plant,110.5,0.0,2302.2,Portfolio Manager,80239
denver,1649,Colorado Salt Products,Manufacturing/Industrial Plant,466.5,0.0,9022.6,Portfolio Manager,80239
denver,3383,Next Level Tactical,Manufacturing/Industrial Plant,71.2,0.0,355.9,Portfolio Manager,80223
denver,1890,"Cintas, Location 07K",Manufacturing/Industrial Plant,103.9,0.0,969.4,Portfolio Manager,80216
denver,3277,Bron Aero Tech,Manufacturing/Industrial Plant,76.9,0.0,203.1,Portfolio Manager,80223
denver,3923,Dartmouth,Manufacturing/Industrial Plant,149.5,0.0,884.6,Portfolio Manager,80110
denver,1204,4821-4825 Lima,Manufacturing/Industrial Plant,155.8,0.0,780.3,Portfolio Manager,80239
denver,6063,5550 Joliet,Manufacturing/Industrial Plant,32.4,0.0,103.1,Portfolio Manager,80239
denver,3638,DENVER RUBBER COMPANY,Manufacturing/Industrial Plant,89.2,0.0,188.9,Portfolio Manager,80223
denver,3835,Publication Printers corp.,Manufacturing/Industrial Plant,369.5,0.0,2488.3,Portfolio Manager,80223
denver,1636,11275 East 40th Avenue,Manufacturing/Industrial Plant,20.8,0.0,704.8,Portfolio Manager,80239
denver,3329,Bayaud,Manufacturing/Industrial Plant,44.3,0.0,313.7,Portfolio Manager,80223
denver,1639,11000 E 40th Avenue,Manufacturing/Industrial Plant,41.8,0.0,389.9,Portfolio Manager,80239
denver,3831,Hercules Industries - Evans,Manufacturing/Industrial Plant,48.5,0.0,687.2,Portfolio Manager,80223
denver,2109,Countertops38,Manufacturing/Industrial Plant,58.6,0.0,181.7,Portfolio Manager,80205
denver,2110,"Green Drop Colorado, LLP",Manufacturing/Industrial Plant,0.0,0.0,0.0,Portfolio Manager,80216
denver,3338,Bron tapes,Manufacturing/Industrial Plant,83.4,0.0,294.4,Portfolio Manager,80223
denver,1638,10875 East 40th Avenue,Manufacturing/Industrial Plant,38.0,0.0,287.5,Portfolio Manager,80239
denver,3836,Publication Printers,Manufacturing/Industrial Plant,206.6,0.0,1580.2,Portfolio Manager,80223
denver,1707,Furniture Row 12825,Manufacturing/Industrial Plant,34.5,0.0,104.8,Portfolio Manager,80239
denver,1891,"Lange Containment Systems, Inc.",Manufacturing/Industrial Plant,50.6,0.0,115.0,Portfolio Manager,80216
denver,1180,Mountain View 5160,Manufacturing/Industrial Plant,39.9,0.0,252.2,Portfolio Manager,80239
denver,3580,1055 S. Jason St.,Manufacturing/Industrial Plant,20.0,0.0,96.7,Portfolio Manager,80223
denver,1330,5000 Dahlia Street,Manufacturing/Industrial Plant,36.5,0.0,232.6,Portfolio Manager,80216
denver,2071,Manufacturing Building,Manufacturing/Industrial Plant,177.2,0.0,6872.6,Portfolio Manager,80205
denver,1283,Hercules Industries - D9,Manufacturing/Industrial Plant,54.5,0.0,549.3,Portfolio Manager,80238
denver,1637,11075 East 40th Avenue,Manufacturing/Industrial Plant,9.7,0.0,170.9,Portfolio Manager,80239
denver,3837,Publication Printers corp,Manufacturing/Industrial Plant,527.4,0.0,4904.1,Portfolio Manager,80223
denver,1216,4890 Ironton / 4895 Joliet,Manufacturing/Industrial Plant,66.0,0.0,342.9,Portfolio Manager,80239
denver,1272,Kroger Mountain View Foods,Manufacturing/Industrial Plant,992.0,0.0,16458.5,Portfolio Manager,80239
denver,1209,Joliet Property LLC,Manufacturing/Industrial Plant,257.9,0.0,3174.7,Portfolio Manager,80239
denver,1221,MacCourt Products,Manufacturing/Industrial Plant,214.9,0.0,2306.0,Portfolio Manager,80239
denver,3322,623PL001-Denver-KS-Bakery,Manufacturing/Industrial Plant,483.6,0.0,7961.3,Portfolio Manager,80223
denver,1848,EMP Real Estate LLC,Manufacturing/Industrial Plant,84.4,0.0,615.3,Portfolio Manager,80216
denver,1904,Navajo Manufacturing,Manufacturing/Industrial Plant,6.2,0.0,32.6,Portfolio Manager,80216
denver,1634,10707 East 40th Avenue,Manufacturing/Industrial Plant,25.0,0.0,83.0,Portfolio Manager,80239
denver,3314,W 2nd CDIA,Manufacturing/Industrial Plant,22.8,0.0,146.3,Portfolio Manager,80223
denver,1854,Laminate Shop,Manufacturing/Industrial Plant,34.7,0.0,77.7,Portfolio Manager,80216
denver,1489,"3883 Monaco Warehouse, LLLP",Manufacturing/Industrial Plant,83.8,0.0,269.1,Portfolio Manager,80207
denver,1478,3939 Group LLC,Manufacturing/Industrial Plant,52.5,0.0,244.3,Portfolio Manager,80207
denver,1254,Pine Creek Industrial,Manufacturing/Industrial Plant,34.9,0.0,86.0,Portfolio Manager,80239
denver,3578,730 S Jason,Manufacturing/Industrial Plant,59.0,0.0,395.2,Portfolio Manager,80223
denver,1362,BAND-IT-IDEX,Manufacturing/Industrial Plant,71.5,0.0,1153.2,Portfolio Manager,80216
denver,1451,EFI Polymers,Manufacturing/Industrial Plant,132.6,0.0,330.4,Portfolio Manager,80216
denver,1648,Ruder Family Real Estate LLC,Manufacturing/Industrial Plant,107.6,0.0,392.8,Portfolio Manager,80239
denver,1294,Eldon James Corp,Manufacturing/Industrial Plant,118.0,0.0,1188.8,Portfolio Manager,80238
denver,1340,4675 Holly Street,Manufacturing/Industrial Plant,44.6,0.0,249.9,Portfolio Manager,80216
denver,1233,ABB Inc.,Manufacturing/Industrial Plant,144.1,0.0,894.4,Portfolio Manager,80239
denver,1396,Furniture Row 4000 Forest,Manufacturing/Industrial Plant,47.7,0.0,173.0,Portfolio Manager,80216
