city,property_id,property_name,property_type,site_eui,energy_star_score,total_ghg_mtco2e,zip,gross_floor_area_sqft
nyc,12045818,821 Broadway,Office,67.1,75.0,182.7,10003,35571.0
nyc,6672050,MEADWAY ESTATES 529 E 85TH INC,Multifamily Housing,79.4,75.0,228.5,10028,38700.0
nyc,2817626,83-46 118th,Multifamily Housing,92.5,60.0,498.4,11415,72120.0
nyc,6282882,Sandberg: 3 East 85th St,Multifamily Housing,67.7,75.0,177.3,10028,35055.0
nyc,2669471,Halstead - 130 West 19th Street,Multifamily Housing,39.0,86.0,325.1,10011,123900.0
nyc,6799862,Working: 351 W 114th St.,Multifamily Housing,13.7,100.0,52.2,10026,53201.0
nyc,6339566,317 West 83rd St,Multifamily Housing,82.7,,216.7,10024,34640.0
nyc,11924858,55 Woodside Corp.,Multifamily Housing,54.3,93.0,505.1,11377,157009.0
nyc,8718413,2714 Wallace Ave,Multifamily Housing,19.7,100.0,58.6,10467,41964.0
nyc,6443001,Excelsior II,Multifamily Housing,28.7,99.0,239.7,10452,137337.0
nyc,5860924,Dov: 1245 Avenue X,Multifamily Housing,62.6,81.0,519.9,11235,142441.0
nyc,6774043,801 West End Ave,Multifamily Housing,50.5,96.0,355.3,10025,120639.0
nyc,4412076,42-16 80th Street,Multifamily Housing,79.7,71.0,444.0,11373,97656.0
nyc,4038863,Orsid - 336 West End Avenue,Multifamily Housing,61.0,87.0,679.3,10023,149310.0
nyc,2659473,800 West End Ave,Multifamily Housing,52.2,95.0,543.3,10025,178625.0
nyc,6298621,Lyra,Multifamily Housing,106.5,21.0,218.8,10458,27650.0
nyc,6691597,Wavecrest - 1665 Bryant Avenue,Multifamily Housing,91.8,51.0,209.3,10460,38500.0
nyc,12859912,3535 75 Street,Multifamily Housing,102.0,61.0,609.1,11372,104500.0
nyc,6750874,UMDC: 19 Clinton St,Multifamily Housing,39.4,90.0,98.1,10002,38520.0
nyc,2805511,68-22 138th Street - 25144,Multifamily Housing,25.4,99.0,144.9,11367,75592.0
nyc,4408040,Lovett - 77-35 113th Street,Multifamily Housing,79.8,80.0,441.3,11375,97650.0
nyc,4408051,Lovett - 75-40 Austin Street,Multifamily Housing,71.8,82.0,418.0,11375,101000.0
nyc,5932279,170-49 Cedarcroft Road,Multifamily Housing,161.7,4.0,467.1,11432,52000.0
nyc,6664939,Sopher: 564 West 125th St,Retail Store,136.1,,287.8,10027,28223.0
nyc,3116315,560 State Street,Multifamily Housing,28.4,95.0,141.7,11217,63730.0
nyc,2709798,"ZEISSER REATLY, LLC",Multifamily Housing,99.5,49.0,788.6,10468,138000.0
nyc,2663779,RA COHEN - 2041-47 Holland Ave,Multifamily Housing,81.1,65.0,1000.0,10462,216875.0
nyc,2806878,(7354-7356) - Kips Bay Towers,Multifamily Housing,66.3,84.0,4841.2,10016,1215039.0
nyc,5837867,355 EAST 187TH STREET LLC,Multifamily Housing,101.0,,788.8,10458,135000.0
nyc,12423723,Columbia University Main Campus,College/University,253.8,,104993.2,10027,6895156.0
nyc,12066713,Founders,Office,,,0.0,10065,46627.0
nyc,6310756,RH. Larkin Hall,College/University,,,0.0,10458,37397.0
nyc,6821845,Draddy Gymnasium,College/University,,,0.0,10471,59293.0
nyc,6303015,361 Clinton Ave,Multifamily Housing,,,0.0,11238,131056.0
nyc,15530373,Donovan Hall,Residence Hall/Dormitory,,,0.0,11439,117030.0
nyc,6312540,BEAC / 67 North 9th St.,Non-Refrigerated Warehouse,,,0.0,11249,35500.0
nyc,16754528,Cape Advisors: 149 Church St,Multifamily Housing,,,0.0,10007,67111.0
nyc,6220790,Bob Lai,Manufacturing/Industrial Plant,26.4,,49.7,10018,30000.0
nyc,8463206,Garage: 332 E 76th St.,Parking,11.4,,45.9,10021,50825.0
nyc,1836472,X817-0200222,K-12 School,41.7,79.0,36.0,10460,10860.0
nyc,5532336,3259 Broadway - not benchmarked,Self-Storage Facility,11.8,,74.5,10027,79708.0
nyc,15583890,Rosati Hall,Office,,,,10301,9628.0
nyc,6317603,Five Boro Storage,Mixed Use Property,48.6,84.0,124.1,10451,39264.0
nyc,1634091,R023-0500342,K-12 School,39.4,96.0,190.9,10306,79375.0
nyc,1634560,Q884-0401336,K-12 School,69.2,28.0,272.6,11417,57560.0
nyc,6309080,3206 Emmons Avenue Realty LLC,Hotel,70.5,78.0,114.7,11235,27500.0
nyc,12347177,BBL 4-04327-0001: NYPD (LL84),Police Station,158.2,,7813.1,11354,750000.0
nyc,2945250,American Red Cross,Office,69.7,66.0,534.1,10019,100000.0
nyc,2782781,Malcolm X II Phase A Associates,Multifamily Housing,72.6,67.0,446.4,10030,103248.0
nyc,2810868,Lambert Houses - Boston Tremont - North,Multifamily Housing,91.7,9.0,1723.5,10460,276135.0
nyc,6819161,BARCLAY HOUSE OWNERS ASSOCIATON INC,Multifamily Housing,6.2,100.0,14.4,11355,32575.0
nyc,6828000,34-15,Multifamily Housing,76.9,97.0,171.4,11101,30000.0
nyc,4405714,250-10 Grand Central Parkway,K-12 School,26.7,93.0,133.3,11426,75000.0
nyc,6296882,FDNY - 3060298 - Engine Co. 211 and Ladder Co. 119 (LL84),Fire Station,122.0,,201.0,11211,28285.0
nyc,6259514,4907 1st avenue LLC,Non-Refrigerated Warehouse,52.5,14.0,138.7,11234,40000.0
nyc,6825468,3835 9 AVENUE,Non-Refrigerated Warehouse,55.6,51.0,157.4,10034,40000.0
nyc,12344457,"BBL 3-08338-0001: DEP, DPR (LL84)",Manufacturing/Industrial Plant,430.3,,2599.5,11234,97228.0
nyc,12448239,Tower Isle Frozen Foods,Manufacturing/Industrial Plant,405.9,,890.4,11233,33800.0
nyc,5739851,GERSON: 39-01 MAIN STREET,Office,0.9,,4.4,11354,67689.0
nyc,6800092,Jai Patel - 139-09 Archer Ave.,Hotel,61.6,48.0,121.1,11435,27340.0
nyc,12347246,"BBL 3-05778-0001: Brooklyn Army Terminal, CIG, EDC, NYPD, DOE, DOT (LL84)",Mixed Use Property,112.3,,889.5,11220,110000.0
nyc,6246316,81 E 125 Street - 44315,Office,29.3,94.0,72.1,10035,35201.0
nyc,6282767,Maverick: 493 Fulton St,Office,72.8,38.0,163.1,11201,30056.0
nyc,4082248,920 Broadway,Office,31.4,96.0,245.5,10010,98394.0
nyc,12344680,"BBL 5-00006-0021: DCAS, DOT (LL84)",Courthouse,41.9,,1081.1,10301,395126.0
nyc,1836749,K395-0301769,K-12 School,54.5,57.0,537.0,11203,150000.0
nyc,1633197,Q600-0400224,K-12 School,34.5,94.0,455.7,11101,195785.0
nyc,1836621,Q253-0401541,K-12 School,55.9,58.0,403.3,11691,98366.0
nyc,1634647,X015-0200274,K-12 School,80.1,35.0,865.8,10453,162125.0
nyc,1633217,X103-0200145,K-12 School,72.8,46.0,458.5,10466,103280.0
nyc,1633988,K210-0300213,K-12 School,58.3,80.0,568.7,11213,129600.0
nyc,1633223,X132-0200175,K-12 School,43.3,98.0,383.9,10456,117725.0
nyc,6674251,Lovett - 702 Kathleen Place,Multifamily Housing,72.9,66.0,178.6,11235,41946.0
nyc,2679431,GGHC - 35 Montgomery St,Multifamily Housing,110.1,13.0,1020.0,10002,136070.0
nyc,4905775,Beech Hills Corp 1 Site 1,Multifamily Housing,75.9,91.0,464.4,11362,115226.0
nyc,6724376,255 Water Street,Multifamily Housing,17.5,100.0,52.2,11201,37640.0
nyc,6699472,2980 Brighton 12th Street,Multifamily Housing,92.0,60.0,234.9,11235,45510.0
nyc,15935006,Betances I 551 E143rd Street,Multifamily Housing,456.2,1.0,1588.4,10454,63410.0
nyc,3177551,510 Atlantic Avenue,Multifamily Housing,91.5,75.0,444.3,11217,77120.0
nyc,2734754,Katz: 103-11 68th Drive,Multifamily Housing,14.6,100.0,113.6,11375,98203.0
nyc,4952291,Fordham Hill,Multifamily Housing,19.9,100.0,203.5,10468,136774.0
nyc,5983666,Open Road Audi: 802 11th Ave,Automobile Dealership,57.8,,918.7,10019,243960.0
nyc,11646504,DOE Fund - 331 East 86th St,Residential Care Facility,173.0,,94.9,10028,8465.0
nyc,6297065,HRA - 2006311 - Confidential location 4 (LL84),Other - Lodging/Residential,64.1,,214.2,10459,57630.0
nyc,15150561,2021 Copy of Clearview 5 Bldg H10-H11,Multifamily Housing,228.5,1.0,217.5,11357,12900.0
nyc,10836279,1190 WASHINGTON AVENUE LLC,Residence Hall/Dormitory,42.2,99.0,70.1,10456,28063.0
nyc,6278601,UPS NYMAS 46-05 56 Road,Non-Refrigerated Warehouse,117.5,16.0,3064.0,11378,409473.0
nyc,2769166,ConEd West 28 St. Operations,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",172.5,,389.9,10001,35038.0
nyc,15498131,850 Third Avenue,Mixed Use Property,30.1,,2408.2,11232,1120000.0
nyc,2792918,JPMorgan Chase-3CMC,Financial Office,102.2,,3709.1,11245,457966.0
nyc,4208245,783 Georgia Avenue,Distribution Center,20.0,58.0,198.1,11207,135000.0
nyc,6766694,61-20 Grand Central Parkway,Multifamily Housing,143.0,16.0,3380.0,11375,428836.0
nyc,6679546,73-00 Queens Boulevard,Hotel,170.1,18.0,332.0,11377,28525.0
nyc,7386333,NYC-New York NY FFIS & SHS,Hotel,78.0,55.0,1095.0,10018,197027.0
nyc,6314934,Royalton Park Ave,Hotel,122.9,65.0,1558.2,10019,213567.0
nyc,6294242,DCAS - 1005645 - 115 Chrystie Street Office Building (LL84),Office,44.7,88.0,145.1,10002,42500.0
nyc,6818153,162-24 Jamaica Ave,Office,34.6,63.0,105.2,11432,38250.0
nyc,6604370,147-37 70th Rd,K-12 School,33.4,98.0,143.6,11367,68310.0
nyc,9939695,Sapol: 82-12 151st Avenue,Medical Office,79.9,62.0,175.4,11414,32177.0
nyc,3667918,Rego Park Jewish Center,Worship Facility,28.0,84.0,143.0,11374,68516.0
nyc,3177675,230 East 51st Street (The Pod Hotel),Hotel,62.5,100.0,323.0,10022,73903.0
nyc,4046078,"Jacobs Academic Building, Rogers Hall",College/University,159.1,,3465.1,11201,342325.0
nyc,4926664,455 E 138th Street,Multifamily Housing,72.1,57.0,376.6,10454,88323.0
nyc,8718046,748 St Marks Avenue,Multifamily Housing,102.5,49.0,266.0,11216,46654.0
nyc,6276091,ABC Realty Co LLC,Multifamily Housing,86.7,32.0,239.2,11219,47520.0
nyc,6429610,Jericho Walton,Multifamily Housing,74.0,65.0,254.4,10453,53733.0
nyc,15680819,Leiter: 34 Crooke Ave,Multifamily Housing,58.7,47.0,131.1,11226,35924.0
nyc,6810599,Lehavre: 162-11 9th Ave.,Multifamily Housing,72.3,53.0,181.2,11357,43540.0
nyc,4870280,Delkap: 153-25 88th St,Multifamily Housing,95.8,32.0,464.9,11414,83140.0
nyc,5980350,1922 Crotona Parkway,Multifamily Housing,24.9,,48.4,10460,27691.0
nyc,6234874,199 East 2nd St,Multifamily Housing,88.0,60.0,289.2,11218,59200.0
nyc,2677101,Coney 1900 Albermarle Road,Multifamily Housing,88.6,66.0,393.2,11226,78253.0
nyc,2710809,201 Eastern Parkway,Multifamily Housing,97.4,53.0,755.4,11238,138370.0
nyc,6261004,49 Parkville Avenue,Multifamily Housing,113.9,32.0,179.5,11230,28000.0
nyc,6275317,386 Ocean Parkway,Multifamily Housing,105.7,18.0,184.0,11218,31104.0
nyc,6810167,51 Stratford Road,Multifamily Housing,91.6,82.0,170.7,11218,32704.0
nyc,9617444,Katz: 112-41 72nd Road,Multifamily Housing,62.6,86.0,253.8,11375,70217.0
nyc,6695234,N&I REALTY CORP,Multifamily Housing,104.7,15.0,189.5,11368,32028.0
nyc,10853175,Heritage - 119-20 Union Turnpike,Multifamily Housing,14.1,100.0,61.2,11415,54545.0
nyc,4940495,ZARA - 87-84 165 Street,Multifamily Housing,80.4,58.0,272.4,11432,59470.0
nyc,4922147,2501 Morris Ave,Multifamily Housing,104.4,21.0,545.6,10468,69800.0
nyc,3118783,First Zone: 137-05 Franklin Ave,Multifamily Housing,19.1,100.0,129.2,11355,96273.0
nyc,7441525,950 Third Avenue New York,Office,120.8,44.0,2733.6,10022,320585.0
nyc,2809888,425 West 121 Street,Residence Hall/Dormitory,70.5,69.0,557.7,10027,122100.0
nyc,6146431,"Magic Novelty Co., Inc.",Non-Refrigerated Warehouse,65.9,47.0,180.3,10034,39264.0
nyc,6779990,Clinton - 2 North 6th Place,Multifamily Housing,57.2,87.0,2007.8,11211,572800.0
nyc,6821200,0010 - Church of Blessed Sacrament,K-12 School,32.9,78.0,108.6,10023,52086.0
nyc,7945045,Kerns: 3714 29th St.,Manufacturing/Industrial Plant,355.8,,720.7,11101,28853.0
nyc,2707766,77 Fifth Avenue,Multifamily Housing,56.3,82.0,226.5,10003,64675.0
nyc,14947874,Shamco: 2015 FOSTER AVE,Multifamily Housing,57.7,81.0,202.9,11210,58422.0
nyc,9768748,1075 Gerard Avenue,Multifamily Housing,106.9,33.0,609.4,10452,96774.0
nyc,2770557,Wien House,Multifamily Housing,82.3,66.0,358.5,10040,74870.0
nyc,11987161,22 BNDO,Multifamily Housing,45.7,,118.7,10012,34036.0
nyc,6772422,Queens Quality Management - 4107  Bowne St,Multifamily Housing,27.5,100.0,127.8,11355,68659.0
nyc,5832435,BRE: 25 Monroe Place,Multifamily Housing,78.8,48.0,303.9,11201,64970.0
nyc,6655012,MGRE - 545/ 555/ 575 Main Street,Multifamily Housing,41.6,62.0,1802.0,10044,556913.0
nyc,11985530,DEPM 1042 - 130 Jane Street,Multifamily Housing,29.2,99.0,103.7,10014,50820.0
nyc,2640541,144-45 35 Ave (Turian),Multifamily Housing,72.5,80.0,542.6,11354,129650.0
nyc,3585009,Bay Street Owners,Multifamily Housing,83.1,32.0,515.6,10304,100760.0
nyc,3103486,Wingate - Rivlin Houses child account at 740 Riverside,Multifamily Housing,33.7,96.0,181.5,10031,76138.0
nyc,6821222,4611 12th Ave,Multifamily Housing,97.2,29.0,425.7,11219,77112.0
nyc,4407973,1520 Ocean Avenue - 42246,Multifamily Housing,71.9,78.0,253.5,11230,62200.0
nyc,6793588,M&I Management- 348 MAPLE ST,Multifamily Housing,222.4,1.0,314.8,11225,25820.0
nyc,6282927,SKS: 361 95th Street,Multifamily Housing,79.8,58.0,204.0,11209,34447.0
nyc,6261140,1010 Dorchester Road,Multifamily Housing,105.4,41.0,242.1,11218,40200.0
nyc,12004495,31 East 31st Street,Multifamily Housing,17.0,100.0,121.3,10016,91500.0
nyc,10784566,446-448 West 167th Street,Multifamily Housing,49.0,75.0,142.1,10032,44361.0
nyc,6901032,Queens Quality Management - 14341 84th dr,Multifamily Housing,95.2,9.0,169.0,11435,29479.0
nyc,2798133,822 Ocean Avenue,Multifamily Housing,68.7,81.0,213.4,11226,54307.0
nyc,6301333,115 Brightwater Court,Multifamily Housing,66.1,88.0,172.2,11235,43800.0
nyc,6303244,726 Ocean Avenue,Multifamily Housing,79.9,87.0,160.0,11226,34926.0
nyc,10894236,Progressive - 127-03 Jamaica Avenue,Multifamily Housing,54.9,84.0,251.6,11418,74542.0
nyc,4038855,Orsid - 457 West 57th Street,Multifamily Housing,73.5,93.0,666.5,10019,120904.0
nyc,15290016,Oceanhill - 1765 Prospect Pl,Multifamily Housing,30.3,97.0,192.9,11233,94342.0
nyc,6390930,230 73rd Street,Multifamily Housing,84.5,53.0,237.9,11209,48000.0
nyc,4021664,1940 Ocean Avenue,Multifamily Housing,117.8,20.0,348.7,11230,52830.0
nyc,2674523,410 Marlboro Road,Multifamily Housing,103.6,35.0,308.9,11226,52980.0
nyc,3098689,44-10 Ketcham Street,Multifamily Housing,93.8,51.0,376.7,11373,71196.0
nyc,16643430,1163 Sutter Ave,Multifamily Housing,30.7,87.0,72.9,11208,32400.0
nyc,4940503,ZARA - 80-25 Parsons Blvd,Multifamily Housing,88.9,65.0,301.4,11432,58089.0
nyc,2649575,Chestnut - 49 East 19th St,Multifamily Housing,79.0,68.0,267.1,11226,58945.0
nyc,2734688,Katz: 1820 East 13th Street,Multifamily Housing,57.3,82.0,407.6,11229,123666.0
nyc,5046829,100-110 East 111th Street,Senior Living Community,65.6,27.0,274.6,10029,71856.0
nyc,2658221,520 West 114th,Residence Hall/Dormitory,20.1,100.0,58.3,10027,42128.0
nyc,5819664,Brookdale Center Cardozo,College/University,59.9,,1386.3,10003,329175.0
nyc,6297460,DEP - c826001 - 26th Ward WPCP Campus (LL84),Wastewater Treatment Plant,255.2,31.0,12766.3,11207,684690.0
nyc,4803397,40 Vanderbilt Ave,Multifamily Housing,27.8,100.0,240.3,11205,140037.0
nyc,4988475,"7900 Development, LLC",Other - Lodging/Residential,145.4,,1015.4,11373,92400.0
nyc,6883732,2409 Ocean Avenue,Multifamily Housing,20.7,,52.2,11229,34204.0
nyc,6306023,810 Pelham Parkway South,Multifamily Housing,122.8,8.0,321.1,10462,46200.0
nyc,3114292,85 10th Ave,Office,179.6,71.0,8412.2,10011,605100.0
nyc,6682775,Danax Fulton LLC,Multifamily Housing,54.4,67.0,115.8,11238,29249.0
nyc,8492795,8401: 8405 Bay Pkwy.,Multifamily Housing,85.3,,170.0,11214,35105.0
nyc,2712437,SL Green Realty Corporation 555 West 57th Street,Office,105.2,42.0,7353.5,10019,932602.0
nyc,2667353,200 East 78th St,Multifamily Housing,110.6,20.0,1161.8,10075,169019.0
nyc,2787232,910 Park Ave,Multifamily Housing,64.9,49.0,293.9,10075,75345.0
nyc,6690426,255 5th Ave,Office,58.8,98.0,134.3,10016,30000.0
nyc,6456704,Mandelbaum & Gluck LLC,Office,80.6,51.0,273.4,10018,44115.0
nyc,6301429,2657 Bedford LLC,Multifamily Housing,88.2,10.0,143.6,11210,27840.0
nyc,6573298,ROCK=PARK REALTY LLC,Multifamily Housing,63.3,71.0,149.7,11212,40555.0
nyc,15338102,Century - 415 East 80th Street,Multifamily Housing,125.7,39.0,402.5,10075,42570.0
nyc,2665504,607 Apartments Corp,Multifamily Housing,69.4,84.0,412.2,10024,78611.0
nyc,15621610,42-42 Union Street,Multifamily Housing,38.4,97.0,142.2,11355,49300.0
nyc,6078821,(7336) - Seaport Park Condominium,Multifamily Housing,54.2,69.0,134.4,10038,37170.0
nyc,6882446,Rika Management Corporation,Multifamily Housing,118.4,29.0,397.4,11372,45532.0
nyc,3428369,Sundale Bldg Co.,Multifamily Housing,69.4,68.0,383.0,11229,97192.0
nyc,2638936,123 W 93 St.,Multifamily Housing,64.2,87.0,399.2,10025,107243.0
nyc,15290853,14 Butler Place,Multifamily Housing,55.3,84.0,107.6,11238,31618.0
nyc,2964528,102-20 67th Drive,Multifamily Housing,89.8,52.0,362.3,11375,70000.0
nyc,6177034,A00630 - Soho Towers LLC,Multifamily Housing,108.8,,251.3,10013,36930.0
nyc,11548910,First Class Management - 106-20 70th ave,Multifamily Housing,51.6,49.0,104.2,11375,29401.0
nyc,5043136,52 Clark Street,Multifamily Housing,103.5,49.0,554.0,11201,79460.0
nyc,6582036,Orsid - 155 West 15th Street,Multifamily Housing,48.9,91.0,149.1,10011,49880.0
nyc,2975374,89-11 63rd Drive,Multifamily Housing,118.4,18.0,785.5,11374,119040.0
nyc,2800684,1780 West 3rd Street,Multifamily Housing,83.1,65.0,399.6,11237,81888.0
nyc,6260923,7 East 86th Street,Multifamily Housing,72.7,82.0,210.1,10028,46600.0
nyc,2806029,(7572) - Oceana Condo 6,Multifamily Housing,67.2,70.0,352.5,11235,87234.0
nyc,5638553,A&E - Edge - 32-40 93rd Street,Multifamily Housing,96.0,68.0,146.9,11369,26676.0
nyc,4401414,"140 Franklin Street, New York",Multifamily Housing,85.1,,382.9,10013,70023.0
nyc,8154880,Nodvorna / Cong Tifereth Yisroel,Multifamily Housing,64.7,57.0,152.5,11219,32000.0
nyc,6138960,325-327 East 101st Street,Multifamily Housing,49.5,85.0,174.7,10029,53016.0
nyc,3524243,Clinton - 700 Rosewood Street,Multifamily Housing,90.3,35.0,730.4,10467,135884.0
nyc,6793539,255-259 WEST 116TH STREET: 255-259 WEST 116TH STREET,Multifamily Housing,114.6,69.0,187.4,10026,26800.0
nyc,4398351,ONE LINCOLN PLAZA,Multifamily Housing,141.3,8.0,9360.9,10023,1126065.0
nyc,6697971,WN00003W WNRP 3 W 51st Street,Hotel,108.1,39.0,337.9,10019,43200.0
nyc,4402653,Buchbinder: 5 East 16th St,Office,50.6,93.0,176.5,10003,59812.0
nyc,4405048,Noll Street Apartments HDFC,Multifamily Housing,90.5,42.0,421.9,11206,78162.0
nyc,6405398,Andrews: 542 Broadway,Multifamily Housing,25.9,,50.9,10012,29708.0
nyc,3463475,130 East End Avenue,Multifamily Housing,64.1,89.0,480.6,10028,100310.0
nyc,14851926,804 West 180th Street,Multifamily Housing,91.0,51.0,327.7,10033,46818.0
nyc,7533673,15 East 199 Street,Multifamily Housing,143.0,13.0,289.1,10468,27000.0
nyc,10855094,Maxwell: 225 East 74th St,Multifamily Housing,74.0,57.0,394.4,10021,93077.0
nyc,6649796,MGRE - 145 Lincoln Avenue,Multifamily Housing,78.1,73.0,759.2,10308,166712.0
nyc,6772376,673-675 E 140th St,Multifamily Housing,164.9,7.0,421.9,10454,44734.0
nyc,6403240,2400 Davidson Avenue,Multifamily Housing,123.3,49.0,367.3,10468,40000.0
nyc,5853032,49 East 79th Street,Multifamily Housing,57.2,70.0,306.1,10075,75832.0
nyc,6629440,AAR: 132 W 169th St,Multifamily Housing,88.7,39.0,190.1,10452,28909.0
nyc,6673634,1816 White Plains Road,Multifamily Housing,158.7,15.0,275.7,10462,30300.0
nyc,6282824,NPV: 115 W 104th St,Multifamily Housing,85.2,36.0,200.4,10025,40587.0
nyc,6403389,855 West End Avenue,Multifamily Housing,74.2,82.0,115.1,10025,26997.0
nyc,6284623,866 Coney Island Avenue,Multifamily Housing,136.6,6.0,296.6,11218,38500.0
nyc,6768271,Alexandria Center for Life Science,Laboratory,183.8,,11401.6,10016,858469.0
nyc,6404226,60 West 55th Street Corp,Mixed Use Property,216.7,,414.1,10018,29393.0
nyc,6790231,85 E End Ave,Multifamily Housing,107.6,18.0,1243.4,10028,198759.0
nyc,2667012,NH MEETH,Urgent Care/Clinic/Other Outpatient,213.2,,4004.6,10065,263550.0
nyc,2670629,151 East 79th St,Multifamily Housing,61.9,,238.9,10075,63000.0
nyc,16245712,Copy of ConEd Bruckner Service Center,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",57.1,,265.0,10473,78763.0
nyc,6176799,A01520 - 2234 Ocean Owners Corp,Multifamily Housing,79.9,75.0,306.0,11229,68000.0
nyc,15335892,JRC: 144 East 7th St,Multifamily Housing,75.3,91.0,175.9,10009,39274.0
nyc,2643964,281 Edgecombe Ave.,Multifamily Housing,88.2,87.0,292.1,10031,58000.0
nyc,6225145,196 BRADHURST AVENUE - 38862,Multifamily Housing,197.8,2.0,350.3,10039,31949.0
nyc,2814011,1864 Adam Clayton Powell Blvd,Multifamily Housing,83.5,67.0,347.5,10026,55918.0
nyc,6628532,25 DONGAN LLC,Multifamily Housing,96.9,54.0,209.0,10040,37032.0
nyc,7139461,Falcon Tower- 245 E 45th,Multifamily Housing,70.4,58.0,725.9,10017,169828.0
nyc,6217706,Abern Hawthorne LLC,Multifamily Housing,79.9,59.0,307.2,11225,66920.0
nyc,2815674,Weinreb Management - 276 Riverside Drive,Multifamily Housing,59.9,74.0,551.4,10025,153653.0
nyc,5816270,63 Wall Street,Multifamily Housing,93.3,26.0,2278.9,10005,400531.0
nyc,12888734,1201 Oak Point Ave,Manufacturing/Industrial Plant,29.1,,64.1,10474,34500.0
nyc,6381457,93-95 Greene Street,Multifamily Housing,88.0,4.0,281.2,10012,46055.0
nyc,10768261,150 Wooster Condominium,Mixed Use Property,31.6,,92.4,10012,38476.0
nyc,4036606,Glenwood - The Brittany,Multifamily Housing,121.9,6.0,1788.6,10128,232989.0
nyc,3202474,Samuel Bodenheim Management - 400 Fort Washington Ave,Multifamily Housing,85.3,,276.2,10033,56277.0
nyc,6466454,2037 Utica Avenue,Office,56.7,38.0,128.2,11234,31920.0
nyc,8716242,AAG: 3045 Godwin Terr.,Multifamily Housing,55.9,96.0,305.2,10463,73413.0
nyc,10543153,Armstrong I Bldgs 5-7,Multifamily Housing,159.0,2.0,925.9,11216,98600.0
nyc,15289121,1672 Davidson Avenue,Multifamily Housing,95.0,43.0,244.6,10453,44400.0
nyc,6797444,DAL00621A 621 Amsterdam Avenue,Multifamily Housing,73.5,51.0,1014.3,10024,233880.0
nyc,2658179,Pinnacle - 441 Convent Ave,Multifamily Housing,69.1,92.0,371.6,10031,92266.0
nyc,6700275,1855 Monroe Avenue,Multifamily Housing,121.4,17.0,258.8,10457,37010.0
nyc,15358493,544 East 86th Street LLC,Multifamily Housing,88.6,36.0,385.3,10028,76722.0
nyc,2383250,200 East 84th Street,Multifamily Housing,65.0,76.0,534.6,10028,137469.0
nyc,6464802,1777 GC LLC,Multifamily Housing,96.9,,957.8,10453,171863.0
nyc,2719912,Maxwell: 172 East 79th St,Multifamily Housing,84.4,,1311.0,10075,262315.0
nyc,6288379,84-53 Dana Court,Multifamily Housing,142.2,1.0,293.3,11379,36000.0
nyc,6740148,Grogan & Associates - 371 w 117th st,Multifamily Housing,108.6,9.0,296.0,10028,46949.0
nyc,2694374,DEPM 2610 - 50 East 72nd St,Multifamily Housing,57.3,89.0,438.4,10021,103364.0
nyc,15081527,APF- 24 West 57th Street,Office,84.2,,629.9,10019,104379.0
nyc,6896854,89-101 West Tremont HDFC,Multifamily Housing,115.3,24.0,255.6,10453,36708.0
nyc,7945042,State Manor: 139-39 35th Ave.,Multifamily Housing,48.4,92.0,116.6,11354,40548.0
nyc,2669860,439 East 51st St,Multifamily Housing,65.3,90.0,482.7,10022,98808.0
nyc,6790091,Norwest: 3505 Perry Ave,Multifamily Housing,67.0,50.0,111.9,10467,27000.0
nyc,4926083,670 Riverside Drive,Multifamily Housing,108.9,43.0,364.0,10031,58914.0
nyc,2672587,DEPM 2404 - 136 East 56th St,Multifamily Housing,72.7,38.0,948.0,10028,187972.0
nyc,5944269,976 Amsterdam Ave,Multifamily Housing,81.5,84.0,296.9,10025,51080.0
nyc,6376141,101 Realty LLC,Multifamily Housing,121.8,4.0,230.7,10453,32900.0
nyc,6282584,Dawning: 120 Wellington Ct,Multifamily Housing,68.4,57.0,204.9,10314,37677.0
nyc,6221214,56-58 West 180th Street,Multifamily Housing,116.8,23.0,287.3,10453,37140.0
nyc,6810370,1493 York Avenue AKA 435 East 79th Street,Multifamily Housing,111.1,20.0,1805.3,10075,277073.0
nyc,2809890,430 West 119th Street,Multifamily Housing,77.5,82.0,225.3,10027,50292.0
nyc,6542577,900 HOE REALTY 1 LLC,Multifamily Housing,110.3,,312.6,10459,48136.0
nyc,2773111,CQ- 88-02 37 avenue,Multifamily Housing,84.8,50.0,419.4,11372,83844.0
nyc,4402476,Buchbinder: 31 E 12th St,Multifamily Housing,94.6,27.0,491.5,10003,68971.0
nyc,13749987,819 East 173rd Street,Multifamily Housing,126.7,6.0,569.2,10460,76800.0
nyc,5858713,3800 Broadway - 43902,Multifamily Housing,89.6,,337.4,10032,62670.0
nyc,6197896,"166 WEST 129TH REALTY, LLC",Multifamily Housing,157.6,1.0,331.8,11226,35292.0
nyc,2736779,144-50 35th Avenue,Multifamily Housing,90.8,56.0,355.4,11354,68240.0
nyc,6262439,Sunshine Capital LLC (620),Multifamily Housing,88.0,72.0,299.4,10032,58000.0
nyc,8704850,1807 Archer St,Multifamily Housing,190.2,1.0,379.3,10460,34945.0
nyc,4382765,Chestnut - 1565 Grand Concourse,Multifamily Housing,78.7,75.0,288.4,10452,63838.0
nyc,2670657,1020 Fifth Ave,Multifamily Housing,90.0,,497.6,10028,73983.0
nyc,6688919,Paramount Hotel,Hotel,46.2,100.0,715.7,10036,221700.0
